Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree,School,Major,Degree,School,Major,Degree,School,Major
3440192,Sr. Business Analyst,IT,New Application,7/13/17,Advertisement,12,Experienced,Masters,University of Michigan,Mathematics,Bachelors,University of Washington,Political Science,Bachelors,University of Washington,Sociology,,,
4148546,Operations Coordinator,Operations,New Application,10/12/18,Campus Event,0,Campus,Bachelors,University of Michigan,Political Science,,,,,,,,,
2415281,System Engineer,Engineering,New Application,9/11/16,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Economics,,,,,,,,,
6074849,Associate Relationship Manager,Sales,Phone Screen,12/21/17,Campus Event,1,Campus,Bachelors,University of Michigan,Political Science,Bachelors,Harvard,Music,,,,,,
25495,Account Executive,Sales,New Application,3/3/17,Agency,6,Experienced,Bachelors,University of Texas,Political Science,Bachelors,NYU,Economics,,,,,,
1419209,Associate Relationship Manager,Sales,New Application,9/22/17,Campus Job Board,0,Campus,Bachelors,MIT,Physics,,,,,,,,,
3708911,Account Executive,Sales,New Application,3/12/17,Advertisement,8,Experienced,Bachelors,Columbia,Mathematics,PhD,Columbia,Statistics,,,,,,
6149441,System Engineer,Engineering,Phone Screen,12/31/17,Campus Event,1,Campus,PhD,NYU,Economics,Masters,Harvard,Economics,Bachelors,Harvard,Computer Science,Bachelors,Harvard,Computer Science
1246784,Financial Analyst,Finance,New Application,3/17/17,Campus Job Board,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
7316,IT Analyst,IT,New Application,8/18/18,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
6035246,Associate Product Manager,Product,New Application,10/7/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,
3877334,UX Designer,Product,New Application,8/16/17,Advertisement,5,Experienced,Masters,Harvard,Statistics,Bachelors,NYU,Statistics,,,,,,
115517,Finance Manager,Finance,New Application,4/28/16,Website,5,Experienced,PhD,Harvard,Sociology,Bachelors,Harvard,Management,,,,,,
5612496,System Engineer,Engineering,New Application,12/2/18,Campus Job Board,0,Campus,Masters,Columbia,Mathematics,Bachelors,Columbia,English,Bachelors,Columbia,Statistics,,,
94700,System Engineer,Engineering,New Application,10/25/16,Website,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
1538621,Operations Coordinator,Operations,New Application,1/20/18,Advertisement,2,Campus,PhD,University of Texas,Computer Science,Bachelors,MIT,Physics,,,,,,
6267572,Associate Product Manager,Product,Phone Screen,10/13/16,Campus Job Board,0,Campus,Bachelors,Columbia,Economics,,,,,,,,,
26414,Sr. Product Manager,Product,Offer Sent,2/7/18,Agency,6,Experienced,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
2886576,Associate Relationship Manager,Sales,New Application,8/16/18,Campus Event,2,Campus,Bachelors,MIT,Mathematics,Bachelors,University of Texas,Business,,,,,,
6322061,System Engineer,Engineering,Phone Screen,9/18/18,Advertisement,0,Campus,Bachelors,Vanderbilt,Statistics,PhD,University of Texas,Economics,,,,,,
419366,Associate Product Manager,Product,New Application,3/27/17,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,
1750976,Operations Generalist,Operations,New Application,12/19/17,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,
6091724,System Engineer,Engineering,Phone Screen,12/6/17,Advertisement,4,Campus,PhD,Harvard,Statistics,Bachelors,Harvard,Computer Science,,,,,,
121871,System Engineer,Engineering,New Application,3/2/18,Campus Job Board,1,Campus,PhD,Columbia,Computer Science,Bachelors,Columbia,Computer Science,,,,,,
184766,System Engineer,Engineering,New Application,1/10/18,Campus Job Board,1,Campus,Masters,Columbia,Statistics,Bachelors,Columbia,Computer Science,Bachelors,Columbia,Physics,,,
6131507,System Engineer,Engineering,Phone Screen,2/3/16,Website,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
6117152,System Engineer,Engineering,Phone Screen,11/28/18,Website,1,Campus,PhD,University of Texas,Statistics,Bachelors,Vanderbilt,Physics,,,,,,
5605859,Associate Product Manager,Product,New Application,2/15/16,Campus Event,0,Campus,Bachelors,Harvard,English,,,,,,,,,
12195,System Engineer,Engineering,New Application,2/12/16,Career Fair,0,Campus,Bachelors,University of Texas,Physics,,,,,,,,,
1325222,Associate Relationship Manager,Sales,New Application,3/17/17,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
5103659,System Engineer,Engineering,New Application,10/25/17,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
2050307,Associate Relationship Manager,Sales,New Application,1/31/16,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,
6366957,System Engineer,Engineering,Phone Screen,2/5/16,Advertisement,0,Campus,Masters,Harvard,English,Bachelors,University of Texas,Computer Science,PhD,NYU,Computer Science,PhD,Harvard,Computer Science
6083927,System Engineer,Engineering,New Application,11/23/17,Career Fair,2,Campus,Bachelors,Vanderbilt,Statistics,Masters,Georgia Tech,Computer Science,Masters,Georgia Tech,Computer Science,,,
169022,Associate Product Manager,Product,New Application,10/10/16,Campus Event,2,Campus,PhD,MIT,Business,Bachelors,MIT,Political Science,,,,,,
161795,System Engineer,Engineering,New Application,1/20/17,Campus Job Board,0,Campus,Bachelors,Harvard,Physics,,,,,,,,,
4231457,Associate Relationship Manager,Sales,In-House Interview,12/11/16,Website,1,Campus,Masters,Vanderbilt,Statistics,Bachelors,University of Texas,Physics,Bachelors,University of Texas,Statistics,,,
5639084,UX Designer,Product,In-House Interview,12/11/18,Agency,3,Experienced,Masters,University of Washington,Computer Science,Bachelors,MIT,Computer Science,,,,,,
37710,Operations Coordinator,Operations,New Application,12/7/16,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
1749161,IT Analyst,IT,New Application,1/6/18,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
1872977,Associate Relationship Manager,Sales,New Application,12/4/18,Campus Job Board,1,Campus,Masters,NYU,Statistics,Bachelors,MIT,Business,Bachelors,MIT,English,,,
193907,System Engineer,Engineering,New Application,2/22/17,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Computer Science,Masters,NYU,Economics,Masters,Vanderbilt,Mathematics,,,
223742,Associate Relationship Manager,Sales,New Application,1/29/18,Campus Job Board,1,Campus,Masters,Harvard,Music,Bachelors,University of Texas,Management,,,,,,
6097949,UX Designer,Product,New Application,1/30/17,Agency,7,Experienced,Bachelors,NYU,Political Science,PhD,Georgia Tech,Business,,,,,,
398252,System Engineer,Engineering,New Application,9/16/16,Campus Job Board,0,Campus,Bachelors,NYU,English,,,,,,,,,
121293,System Engineer,Engineering,New Application,12/14/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,
5376084,Operations Coordinator,Operations,New Application,10/17/18,Campus Job Board,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
339284,System Engineer,Engineering,New Application,11/25/17,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
6253496,Operations Generalist,Operations,New Application,10/12/16,Campus Job Board,4,Campus,PhD,University of Texas,Computer Science,Bachelors,NYU,Mathematics,,,,,,
263984,Associate Product Manager,Product,New Application,9/5/16,Website,0,Campus,Bachelors,MIT,Computer Science,Bachelors,MIT,Economics,,,,,,
6229157,Associate Product Manager,Product,Phone Screen,1/5/16,Campus Job Board,0,Campus,Bachelors,NYU,English,,,,,,,,,
220595,System Engineer,Engineering,New Application,9/3/18,Career Fair,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,
117905,Associate Product Manager,Product,New Application,1/8/17,Advertisement,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,
1366211,Associate Relationship Manager,Sales,New Application,8/24/18,Campus Event,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
397484,Operations Generalist,Operations,New Application,2/22/17,Campus Job Board,1,Campus,Masters,MIT,Statistics,Bachelors,MIT,Computer Science,Bachelors,MIT,Mathematics,,,
3105431,Operations Coordinator,Operations,New Application,10/15/17,Website,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,
74475,System Engineer,Engineering,New Application,9/19/16,Career Fair,0,Campus,Bachelors,MIT,English,,,,,,,,,
878591,Associate Product Manager,Product,New Application,10/14/16,Campus Job Board,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
56750,Operations Coordinator,Operations,New Application,9/13/17,Career Fair,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
158567,System Engineer,Engineering,New Application,9/22/17,Career Fair,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
6049032,System Engineer,Engineering,In-House Interview,9/6/17,Career Fair,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
534012,Sr. Customer Service Operations Associate,Operations,In-House Interview,9/25/18,Outsourced,9,Experienced,Bachelors,Georgia Tech,Economics,,,,,,,,,
564236,IT Analyst,IT,New Application,10/22/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
2393826,Sr. Software Engineer,Engineering,New Application,5/22/18,Website,3,Experienced,Bachelors,Columbia,Physics,Masters,NYU,Computer Science,Masters,Columbia,English,,,
380841,System Engineer,Engineering,New Application,9/13/18,Campus Event,0,Campus,Masters,Vanderbilt,Mathematics,Bachelors,NYU,Statistics,Bachelors,NYU,Statistics,,,
2548322,Associate Relationship Manager,Sales,New Application,10/21/18,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
132359,System Engineer,Engineering,New Application,9/12/16,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
3787211,Sr. Business Analyst,IT,New Application,3/20/17,Website,14,Experienced,Masters,Harvard,Statistics,Bachelors,UC Berkeley,Statistics,,,,,,
102959,Operations Generalist,Operations,New Application,9/14/16,Website,0,Campus,Bachelors,Harvard,Physics,,,,,,,,,
6130826,System Engineer,Engineering,Phone Screen,9/19/18,Website,1,Campus,PhD,NYU,Computer Science,Bachelors,NYU,Physics,,,,,,
6139626,Associate Relationship Manager,Sales,New Application,10/28/16,Campus Event,4,Campus,Bachelors,MIT,Computer Science,PhD,Harvard,Physics,,,,,,
6311591,System Engineer,Engineering,Phone Screen,8/24/18,Campus Event,0,Campus,PhD,University of Texas,Statistics,Bachelors,NYU,Mathematics,,,,,,
3481656,Associate Relationship Manager,Sales,New Application,8/6/18,Career Fair,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,
272609,Associate Relationship Manager,Sales,New Application,11/6/18,Website,1,Campus,Masters,Columbia,Statistics,Bachelors,NYU,Economics,,,,,,
40415,System Engineer,Engineering,Phone Screen,9/10/18,Career Fair,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
2570,System Engineer,Engineering,Offer Sent,1/5/16,Advertisement,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
4655609,Associate Relationship Manager,Sales,New Application,2/12/18,Campus Job Board,0,Campus,Bachelors,Harvard,Music,,,,,,,,,
6231399,System Engineer,Engineering,Phone Screen,11/25/18,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,Masters,Columbia,Computer Science,PhD,MIT,Computer Science,,,
423356,Business Operations Manager,Operations,New Application,7/20/17,Advertisement,7,Experienced,Bachelors,NYU,Statistics,,,,,,,,,
6118346,System Engineer,Engineering,Phone Screen,9/1/17,Career Fair,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,
5639084,Sr. Product Manager,Product,Offer Sent,12/11/18,Agency,3,Experienced,Masters,University of Washington,Computer Science,Bachelors,MIT,Computer Science,,,,,,
3612881,Associate Relationship Manager,Sales,New Application,11/21/18,Campus Event,1,Campus,Bachelors,NYU,Economics,Bachelors,Harvard,English,,,,,,
5135334,Business Operations Manager,Operations,New Application,4/25/16,Agency,14,Experienced,Masters,MIT,Computer Science,Bachelors,Columbia,Computer Science,,,,,,
1261959,System Engineer,Engineering,New Application,12/22/17,Advertisement,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
6113382,System Engineer,Engineering,Phone Screen,9/12/17,Advertisement,0,Campus,Bachelors,Georgia Tech,Statistics,,,,,,,,,
299834,System Engineer,Engineering,In-House Interview,10/5/16,Website,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,
2515262,Sr. Business Analyst,IT,In-House Interview,9/18/17,Advertisement,15,Experienced,Bachelors,Georgia Tech,Statistics,,,,,,,,,
177993,Operations Coordinator,Operations,New Application,10/9/18,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
6247541,Account Executive,Sales,Phone Screen,3/26/18,Career Fair,5,Experienced,Bachelors,Columbia,Mathematics,Bachelors,University of Texas,Political Science,,,,,,
1506606,Associate Relationship Manager,Sales,In-House Interview,11/29/18,Campus Job Board,1,Campus,Masters,Columbia,Economics,Bachelors,University of Michigan,Computer Science,Bachelors,University of Michigan,Statistics,,,
494126,System Engineer,Engineering,New Application,10/19/17,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,
2062166,Operations Generalist,Operations,New Application,12/14/18,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Physics,,,,,,,,,
217916,System Engineer,Engineering,New Application,9/13/16,Career Fair,0,Campus,Bachelors,Columbia,English,,,,,,,,,
6312974,Associate Product Manager,Product,New Application,11/25/16,Campus Event,1,Campus,Masters,University of Washington,Mathematics,Bachelors,University of Washington,Economics,,,,,,
3297084,System Engineer,Engineering,New Application,11/5/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Mathematics,Masters,NYU,Mathematics,Masters,University of Washington,Mathematics,,,
64946,System Engineer,Engineering,New Application,11/15/17,Career Fair,0,Campus,Bachelors,Columbia,Physics,,,,,,,,,
229712,System Engineer,Engineering,New Application,11/8/17,Career Fair,0,Campus,Masters,Vanderbilt,Computer Science,Bachelors,Columbia,Statistics,Bachelors,Columbia,Computer Science,,,
3034787,System Engineer,Engineering,Phone Screen,12/16/18,Campus Job Board,0,Campus,Bachelors,UC Berkeley,English,,,,,,,,,
250109,System Engineer,Engineering,New Application,10/29/16,Campus Event,2,Campus,PhD,Harvard,Statistics,Bachelors,NYU,Statistics,,,,,,
1486572,Associate Relationship Manager,Sales,New Application,11/14/18,Campus Job Board,0,Campus,Bachelors,University of Texas,Psychology,,,,,,,,,
82665,System Engineer,Engineering,New Application,3/21/17,Advertisement,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
6077474,Business Operations Manager,Operations,Phone Screen,5/23/18,Agency,8,Experienced,Bachelors,NYU,Physics,Masters,University of Michigan,Mathematics,Masters,MIT,Computer Science,,,
135335,System Engineer,Engineering,New Application,9/23/18,Career Fair,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
223245,System Engineer,Engineering,New Application,10/7/16,Career Fair,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
4010366,Sr. Software Engineer,Engineering,New Application,2/6/18,Career Fair,15,Experienced,Bachelors,NYU,Statistics,PhD,Harvard,Mathematics,,,,,,
5389082,Sr. Software Engineer,Engineering,New Application,7/29/18,Agency,14,Experienced,Bachelors,UC Berkeley,English,PhD,University of Texas,Computer Science,,,,,,
125747,Associate Product Manager,Product,New Application,9/4/17,Career Fair,1,Campus,Bachelors,NYU,Physics,Bachelors,MIT,Statistics,,,,,,
780986,IT Analyst,IT,New Application,12/14/17,Campus Event,0,Campus,Bachelors,Harvard,Statistics,Bachelors,Georgia Tech,Statistics,,,,,,
2475887,Sr. Product Manager,Product,New Application,3/25/17,Agency,4,Experienced,Bachelors,NYU,Statistics,,,,,,,,,
4251596,Associate Product Manager,Product,New Application,10/11/18,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,Bachelors,MIT,Computer Science,,,,,,
2972166,Associate Relationship Manager,Sales,New Application,9/3/16,Campus Job Board,0,Campus,Masters,Harvard,Psychology,Bachelors,University of Texas,Statistics,,,,,,
6246362,Associate Relationship Manager,Sales,Phone Screen,10/8/18,Campus Job Board,0,Campus,Masters,NYU,Economics,Bachelors,MIT,English,,,,,,
155931,Finance Manager,Finance,New Application,1/16/17,Website,6,Experienced,Bachelors,Harvard,Economics,Bachelors,University of Texas,Sociology,,,,,,
114093,System Engineer,Engineering,New Application,12/29/17,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
3641,System Engineer,Engineering,In-house Interview,10/7/17,Campus Job Board,2,Campus,PhD,NYU,Computer Science,Bachelors,Columbia,Computer Science,,,,,,
210372,Associate Product Manager,Product,New Application,1/5/18,Campus Job Board,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,
6325601,Associate Relationship Manager,Sales,Phone Screen,10/10/16,Campus Job Board,1,Campus,Bachelors,Vanderbilt,Mathematics,PhD,Vanderbilt,Economics,,,,,,
5144856,Associate Relationship Manager,Sales,In-House Interview,11/28/18,Campus Job Board,1,Campus,Masters,University of Michigan,Mathematics,Bachelors,UC Berkeley,Psychology,,,,,,
